Attributes,Adj Close,Close,High,Low,Open,Volume
Symbols,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA
Date,,,,,,
2021-04-07,670.969970703125,670.969970703125,691.3800048828125,667.8400268554688,687.0,26309400
2021-04-08,683.7999877929688,683.7999877929688,689.5499877929688,671.6500244140625,677.3800048828125,23924300
2021-04-09,677.02001953125,677.02001953125,680.969970703125,669.4299926757812,677.77001953125,21437100
2021-04-12,701.97998046875,701.97998046875,704.7999877929688,682.0900268554688,685.7000122070312,29135700
2021-04-13,762.3200073242188,762.3200073242188,763.0,710.6599731445312,712.7000122070312,44652800
2021-04-14,732.22998046875,732.22998046875,780.7899780273438,728.030029296875,770.7000122070312,49017400
2021-04-15,738.8499755859375,738.8499755859375,743.6900024414062,721.3099975585938,743.0999755859375,27848900
2021-04-16,739.780029296875,739.780029296875,749.4099731445312,724.5999755859375,728.6500244140625,27979500
2021-04-19,714.6300048828125,714.6300048828125,725.4000244140625,691.7999877929688,719.5999755859375,39686200
2021-04-20,718.989990234375,718.989990234375,737.25,710.6900024414062,717.4199829101562,35609000
2021-04-21,744.1199951171875,744.1199951171875,744.8400268554688,698.0,704.77001953125,31215500
2021-04-22,719.6900024414062,719.6900024414062,753.77001953125,718.0399780273438,741.5,35590300
2021-04-23,729.4000244140625,729.4000244140625,737.3599853515625,715.4600219726562,719.7999877929688,28370000
2021-04-26,738.2000122070312,738.2000122070312,749.2999877929688,732.6099853515625,741.0,31038500
2021-04-27,704.739990234375,704.739990234375,724.0,703.3499755859375,717.9600219726562,29437000
2021-04-28,694.4000244140625,694.4000244140625,708.5,693.5999755859375,696.4099731445312,22271000
2021-04-29,677.0,677.0,702.25,668.5,699.510009765625,28845400
2021-04-30,709.4400024414062,709.4400024414062,715.469970703125,666.1400146484375,667.5900268554688,40758700
2021-05-03,684.9000244140625,684.9000244140625,706.0,680.5,703.7999877929688,27043100
2021-05-04,673.5999755859375,673.5999755859375,683.4500122070312,657.7000122070312,678.9400024414062,29739300
2021-05-05,670.9400024414062,670.9400024414062,685.2999877929688,667.3400268554688,681.0599975585938,21901900
2021-05-06,663.5399780273438,663.5399780273438,681.02001953125,650.0,680.760009765625,27784600
2021-05-07,672.3699951171875,672.3699951171875,690.0,660.219970703125,665.7999877929688,23469200
2021-05-10,629.0399780273438,629.0399780273438,665.0499877929688,627.6099853515625,664.9000244140625,31392400
2021-05-11,617.2000122070312,617.2000122070312,627.0999755859375,595.5999755859375,599.239990234375,46503900
2021-05-12,589.8900146484375,589.8900146484375,620.4099731445312,586.77001953125,602.489990234375,33823600
2021-05-13,571.6900024414062,571.6900024414062,606.4600219726562,559.6500244140625,601.5399780273438,44184900
2021-05-14,589.739990234375,589.739990234375,592.8699951171875,570.4600219726562,583.4099731445312,33370900
2021-05-17,576.8300170898438,576.8300170898438,589.72998046875,561.2000122070312,575.5499877929688,32390400
2021-05-18,577.8699951171875,577.8699951171875,596.25,563.3800048828125,568.0,36830600
2021-05-19,563.4600219726562,563.4600219726562,566.2100219726562,546.97998046875,552.5499877929688,39578400
2021-05-20,586.780029296875,586.780029296875,588.8499755859375,571.0700073242188,575.0,30821100
2021-05-21,580.8800048828125,580.8800048828125,596.6799926757812,580.0,596.1099853515625,26030600
2021-05-24,606.4400024414062,606.4400024414062,614.47998046875,573.6500244140625,581.5999755859375,34558100
2021-05-25,604.6900024414062,604.6900024414062,613.989990234375,595.7100219726562,607.3099975585938,28005900
2021-05-26,619.1300048828125,619.1300048828125,626.1699829101562,601.5,607.5599975585938,28639300
2021-05-27,630.8499755859375,630.8499755859375,631.1300048828125,616.2100219726562,620.239990234375,26370600
2021-05-28,625.219970703125,625.219970703125,635.5900268554688,622.3800048828125,628.5,22737000
2021-06-01,623.9000244140625,623.9000244140625,633.7999877929688,620.5499877929688,627.7999877929688,18084900
